processing_index,year,day,'b01372058','b01463500','b01578310','b01646580','b02226160','b02359170','b02470500','b03303280','b03374100','b03378500','b03609750','b03612500','b04264331','b05420500','b05586100','b05587455','b06338490','b06440000','b06467500','b06610000','b06805500','b06934500','b07022000','b07263620','b07288955','b07373420','b07374000','b07374525','b07381495','b07381590','b07381600','b08012150','b08116650','b08475000','b09522000','b11303500','b11447650','b14246900','b15565447','b32202309'
"153","2011","153","287.837363451689","290.248936382322","289.480871363195","293.757181936351","305.815479361793","295.630615801539","303.263469729911","292.818482235638","293.671509633715","293.75232516141","295.630615801539","295.502787904002","284.645258947238","289.59787655884","292.596187423584","291.73423563612","288.754163864885","289.965292978029","291.003408915926","291.59942699721","295.803610893119","295.630615801539","293.620503121495","302.524703316176","304.327398879317","295.812762194611","295.815749821743","295.824305112861","304.555352216932","304.590706790005","304.588935523872","305.776706395671","307.325548942146","303.365201034316","293.746464164357","284.271736631748","281.002885225669","282.585909163","283.997728991929","295.630615801539"
"154","2011","154","284.891639833321","285.419458380817","285.678099287762","289.321767246723","305.637861107992","295.727178285566","303.112471980018","291.050159917057","294.734985838153","295.390827145559","295.727178285566","294.848870038273","285.379722787449","296.30733076013","297.120586786263","297.183288095789","284.279626808817","286.472256691116","287.990539132712","289.372775093143","293.783226992031","295.727178285566","293.8730045385","302.822696933496","304.827395961044","295.915514066954","295.916344028027","295.921432352703","305.050697988141","304.58673038482","305.034861274523","305.943350970497","307.506013668403","302.81239592492","291.502195368461","286.614481607972","282.997911014442","282.415517423144","283.0663881863","295.727178285566"
"155","2011","155","285.629788681631","284.97405391316","285.563543341553","289.731035228264","305.637483911784","295.770107421249","302.900168063195","292.326677381693","298.383311826337","299.310375969341","295.770107421249","296.138845806646","288.431603976743","295.592131556278","301.223783075246","298.052208410687","286.12060259693","287.072796575067","287.881311650374","288.686493270054","292.758445084407","295.770107421249","293.642044459116","302.451907391831","304.854392098154","295.956998395963","295.958877794445","295.963259747803","304.728960836992","304.175217555711","304.696645853979","305.58829713865","307.034878593641","303.277775975209","293.049593723725","285.214238761165","285.370930594759","284.885100228484","284.06497262679","295.770107421249"
"156","2011","156","288.939511904867","290.71156672024","292.460795883713","295.628445328728","306.490096007237","297.190162647897","302.200538789617","298.62593809293","300.853010661785","300.736781134972","297.190162647897","299.523896047319","288.972100059977","292.974724258972","299.934640342667","296.014258815951","289.353969714168","290.44739678223","291.137922236238","291.540792862056","295.603001982851","297.190162647897","294.862092395426","302.811719001393","304.62082260298","297.345644779076","297.34792547499","297.354922657026","305.62908746626","305.74840589282","305.650804874533","306.280278348285","306.808310595017","303.257177944435","295.357613189092","285.214514023012","286.516793020829","287.78219585725","284.36416865316","297.190162647897"
"157","2011","157","292.598218608434","293.194348754298","292.896198216415","295.218523590577","305.105278493037","298.501119251812","301.238686789057","296.378836051144","299.084187801163","299.198920580932","298.501119251812","297.931713585349","288.7182454401","296.874420930421","299.343629632016","298.39310874162","291.577227142832","292.970769968931","294.031340768861","294.75317626869","297.657360926674","298.501119251812","297.201565556694","303.73466602668","303.957152199608","298.621196567523","298.623288384974","298.628384147914","305.637895783687","304.984431046761","305.587191843149","306.221316491046","307.82754985301","303.181395250548","296.052633422398","286.85080857734","286.016094191651","288.718705805518","285.596080691741","298.501119251812"
"158","2011","158","292.643714608449","293.266972135759","292.927877100102","295.026036348087","304.980536512781","298.257177344882","300.963762367098","296.222857019554","300.809058206349","301.215268804083","298.257177344882","297.990374362773","291.061169396542","299.320221934544","301.49393521398","300.226921650272","289.160825808311","291.054876132079","292.228017886736","293.149334636185","296.316812633403","298.257177344882","296.758049998768","304.113861977298","302.926744398394","298.36543662323","298.361591762701","298.367709438184","305.988883051997","303.934237531797","305.826598220302","305.406547842827","308.259101710584","303.52747399346","293.595788393146","287.69748871831","286.572707520708","286.390386302797","287.211244292003","298.257177344882"
"159","2011","159","295.799910358336","297.003657624377","297.403901182731","298.125916918688","305.101292745492","296.558701630227","301.16237347377","299.261720007671","301.252299480119","301.459656265484","296.558701630227","299.73498686677","292.235128120803","297.134106073683","300.98075291982","298.851810593407","285.073434539424","286.277601382014","287.253664396277","288.213541266047","293.20944333457","296.558701630227","293.654989341356","303.715546663053","302.915386784129","296.692136333771","296.691696746096","296.697901257691","306.435460563222","303.726366459259","306.239814754992","304.951016752153","309.002445170225","303.761756424757","293.676819374501","291.381726858902","289.240848224207","284.282059230454","287.007849916384","296.558701630227"
"160","2011","160","297.841154507757","299.579052094176","299.102810817828","300.003572763005","305.087527541229","294.655440543728","301.097808524232","299.244027045651","300.780845845648","300.668067043249","294.655440543728","299.592576356599","289.58173160422","290.255437610363","300.1503668794","293.954268912779","284.92305398223","285.207476471003","285.57771875492","285.994355650535","290.625812100699","294.655440543728","290.829687803011","303.101970309442","302.760546470301","294.815912091916","294.819260678726","294.825274479852","305.927289038294","302.252970702231","305.657810007159","302.996762072527","308.488775287746","304.089933458351","293.754202149059","292.29959558301","289.591202229159","284.583000489194","284.412710139679","294.655440543728"
"161","2011","161","294.235161296304","296.328467589717","296.309775828016","298.098062429686","305.156534788734","293.936712386857","301.076405849057","297.248710152563","299.626400942768","299.159130481435","293.936712386857","298.20816510989","286.344060971742","287.735642923488","297.418453401589","291.781626134426","285.174109517889","285.581234921785","286.25162124638","286.687340449786","290.712912704668","293.936712386857","290.4788204017","301.379537523862","302.273315283883","294.107299340979","294.112417336251","294.116748634905","306.122342639023","303.25020485374","305.918619344482","303.674770577075","308.800987360067","303.559336919252","294.332494890463","292.843244814395","290.574572026154","285.756512647543","284.243616589739","293.936712386857"
"162","2011","162","291.163121891285","295.068828811903","294.925084251281","297.632122664954","305.29964819013","294.810865145709","301.321901656478","297.313115920957","299.071429877518","298.928004068801","294.810865145709","298.164691373016","286.981832283077","289.703712443908","297.767328728911","292.83463393992","287.705340711847","287.972621422955","288.419689514517","288.836327241193","292.145077169627","294.810865145709","291.819305291663","301.606131730696","302.581734231264","294.976916702815","294.979525469625","294.984852654851","305.912545282732","303.505101139199","305.745927240926","304.260272476976","308.100805725187","303.252078396033","295.089108681797","291.997950596584","289.479554637028","286.665060744164","284.457946502304","294.810865145709"
"163","2011","163","290.198891391681","293.052928856961","294.103876399735","296.17690155935","306.172123290423","294.683762898429","301.662044112111","296.534255570136","296.788555919035","296.104030380237","294.683762898429","297.444790323335","287.390090684044","288.010917367042","293.921754418084","290.19768679192","289.251380361871","290.079102747181","290.603280831251","290.520409811367","294.212507083222","294.683762898429","291.968053764072","301.07441394355","304.150906504011","294.879640219698","294.882080131214","294.888880579687","306.567251323707","304.327886994815","306.406510429314","305.314916874182","307.998157502493","303.617968403398","295.017630274027","291.630484127036","290.490273738781","286.818631821944","284.752039057714","294.683762898429"
"164","2011","164","289.702971640124","291.540574164397","290.205521667186","292.596534148911","305.910646456361","295.144092228134","301.175572513507","291.551168730838","292.202026306814","292.173860114774","295.144092228134","293.609872146558","287.275599296935","290.392331821105","291.92699910074","291.263905028774","289.075743526849","290.45769907991","291.373544908286","291.728125516301","295.454518573848","295.144092228134","293.38335004981","302.831133566438","303.229035184444","295.323020809672","295.330038531463","295.330491838262","307.473827646516","305.630145428195","307.335052400675","306.828496692833","308.984557664862","304.56369112669","295.301264324774","293.848164085562","292.844544802543","286.225388197661","284.81291971751","295.144092228134"
